month,date,hour,R-value [m2k/w],Stories,Weighted temp. setpoint [C],Weighted RH%,Solar irradiation [w/m2],Outside temp. [C],Outside RH%,Heating (Malfunctioning Sensor),Cooling load [kwh],
2,15,21,3.7,11,18,73,0,-6,73,168.27,26.4,
2,15,22,3.6,20,18,70,0,-8,73,326.56,40,
2,15,23,3.9,26,17,71,0,-9,73,391.47,46.8,
2,15,24,3.9,22,16,68,0,-10,73,332.26,35.2,
2,16,1,3.3,22,18,60,0,-12,73,422.53,26.4,
2,16,2,4.0,16,17,63,0,-12,73,248.80,19.2,
2,16,3,3.8,25,16,65,0,-11,73,395.26,35,
2,16,4,4.0,24,19,61,0,-10,73,373.92,38.4,
2,16,5,3.5,18,17,77,0,-8,73,297.46,36,
2,16,6,3.6,18,16,78,0,-8,73,284.50,36,
2,16,7,3.4,18,18,69,0.156,-4,73,273.81,50.4,
2,16,8,3.3,5,24,72,0.186,-3,73,84.76,15,
2,16,9,3.5,6,20,77,0.216,0,73,83.18,21.6,
2,16,10,3.3,4,24,70,0.246,1,73,61.65,15.2,
2,16,11,4.2,12,23,78,0.276,3,73,135.37,50.4,
2,16,12,4.2,8,21,70,0.306,5,73,81.26,36.8,
2,16,13,3.8,29,23,62,0.276,6,73,341.44,139.2,
2,16,14,3.9,8,22,77,0.246,8,73,85.99,41.6,
2,16,15,3.4,9,20,76,0.216,8,73,107.10,46.8,
2,16,16,3.3,7,24,75,0.186,8,73,95.45,36.4,
2,16,17,3.5,17,21,71,0.156,5,73,221.49,78.2,
2,16,18,4.0,12,22,69,0,2,73,158.52,48,
2,16,19,4.1,6,23,77,0,1,73,80.25,22.8,
2,16,20,4.1,12,19,67,0,-5,73,166.71,31.2,
2,16,21,3.3,1,18,66,0,-6,73,17.28,2.4,
2,16,22,4.3,27,18,80,0,-8,73,370.59,54,
2,16,23,4.0,7,19,70,0,-9,73,106.37,12.6,
2,16,24,4.0,19,17,61,0,-10,73,286.52,30.4,
2,17,1,3.5,10,19,60,0,-12,73,183.94,12,
2,17,2,3.4,27,17,71,0,-12,73,490.13,32.4,
2,17,3,3.4,23,19,70,0,-11,73,424.69,32.2,
2,17,4,4.3,11,19,79,0,-10,73,158.50,17.6,
2,17,5,3.5,18,16,71,0,-8,73,291.70,36,
2,17,6,3.4,17,18,70,0,-8,73,293.90,34,
2,17,7,3.3,4,16,77,0.156,-4,73,60.27,11.2,
2,17,8,3.4,24,24,64,0.186,-3,73,398.26,72,
2,17,9,3.9,10,23,62,0.216,0,73,133.18,36,
2,17,10,4.3,23,21,80,0.246,1,73,257.28,87.4,
2,17,11,3.3,29,21,80,0.276,3,73,399.85,121.8,
2,17,12,4.0,12,20,69,0.306,5,73,125.16,55.2,
2,17,13,3.3,13,22,71,0.276,6,73,170.18,62.4,
2,17,14,4.2,27,23,61,0.246,8,73,279.00,140.4,
2,17,15,3.7,10,23,61,0.216,8,73,118.92,52,
2,17,16,4.3,2,24,66,0.186,8,73,21.07,10.4,
2,17,17,4.1,30,20,65,0.156,5,73,328.98,138,
2,17,18,3.7,19,23,61,0,2,73,278.94,76,
2,17,19,4.2,18,22,71,0,1,73,230.23,68.4,
2,17,20,3.7,19,19,69,0,-5,73,291.88,49.4,
2,17,21,4.0,30,16,65,0,-6,73,413.10,72,
2,17,22,3.9,21,19,76,0,-8,73,321.89,42,
2,17,23,3.3,6,17,80,0,-9,73,107.31,10.8,
2,17,24,4.1,15,19,71,0,-10,73,225.80,24,
2,18,1,3.3,18,17,62,0,-12,73,339.60,21.6,
2,18,2,3.3,3,18,75,0,-12,73,57.02,3.6,
2,18,3,3.6,20,18,80,0,-11,73,344.56,28,
2,18,4,4.3,2,18,72,0,-10,73,28.21,3.2,
2,18,5,4.0,2,18,69,0,-8,73,29.42,4,
2,18,6,3.8,23,16,64,0,-8,73,345.85,46,
2,18,7,3.4,30,19,61,0.156,-4,73,469.41,84,
2,18,8,3.9,4,24,75,0.186,-3,73,57.44,12,
2,18,9,3.6,16,24,70,0.216,0,73,233.16,57.6,
2,18,10,3.5,25,22,65,0.246,1,73,351.14,95,
2,18,11,4.0,4,23,68,0.276,3,73,47.38,16.8,
2,18,12,4.3,16,20,65,0.306,5,73,156.13,73.6,
2,18,13,3.4,1,20,80,0.276,6,73,12.21,4.8,
2,18,14,4.1,22,24,70,0.246,8,73,235.35,114.4,
2,18,15,4.3,27,23,67,0.216,8,73,274.02,140.4,
2,18,16,4.3,14,24,62,0.186,8,73,148.27,72.8,
2,18,17,4.1,26,20,66,0.156,5,73,284.73,119.6,
2,18,18,3.4,16,20,75,0,2,73,238.68,64,
2,18,19,3.3,23,20,73,0,1,73,359.64,87.4,
2,18,20,3.7,12,18,64,0,-5,73,182.08,31.2,
2,18,21,3.7,10,18,66,0,-6,73,154.11,24,
2,18,22,3.9,14,18,60,0,-8,73,213.16,28,
2,18,23,3.9,10,16,64,0,-9,73,149.08,18,
2,18,24,3.4,6,18,76,0,-10,73,107.26,9.6,
2,19,1,4.2,27,16,60,0,-12,73,394.59,32.4,
2,19,2,3.5,19,16,71,0,-12,73,329.62,22.8,
2,19,3,4.3,26,19,77,0,-11,73,379.96,36.4,
2,19,4,3.9,8,17,74,0,-10,73,122.38,12.8,
2,19,5,4.2,11,17,64,0,-8,73,152.27,22,
2,19,6,3.7,5,16,65,0,-8,73,77.14,10,
2,19,7,4.3,30,19,80,0.156,-4,73,369.07,84,
2,19,8,3.8,13,21,66,0.186,-3,73,182.34,39,
2,19,9,3.5,9,21,76,0.216,0,73,127.18,32.4,
2,19,10,3.4,13,22,71,0.246,1,73,186.59,49.4,
2,19,11,4.0,23,21,65,0.276,3,73,261.97,96.6,
2,19,12,4.3,6,22,79,0.306,5,73,61.17,27.6,
2,19,13,3.3,29,24,72,0.276,6,73,396.68,139.2,
2,19,14,3.5,20,24,75,0.246,8,73,250.29,104,
2,19,15,3.5,17,24,63,0.216,8,73,217.99,88.4,
2,19,16,3.5,2,20,79,0.186,8,73,23.57,10.4,
2,19,17,4.0,9,22,62,0.156,5,73,106.07,41.4,
2,19,18,4.0,8,24,68,0,2,73,109.80,32,
2,19,19,3.4,21,21,68,0,1,73,326.74,79.8,
2,19,20,3.3,27,16,76,0,-5,73,440.02,70.2,
2,19,21,3.8,14,18,70,0,-6,73,209.19,33.6,
2,19,22,4.3,4,18,70,0,-8,73,54.68,8,
2,19,23,3.7,18,18,73,0,-9,73,289.95,32.4,
2,19,24,3.3,3,16,71,0,-10,73,53.38,4.8,
2,20,1,3.7,28,18,72,0,-12,73,474.18,33.6,
2,20,2,4.1,14,19,66,0,-12,73,218.60,16.8,
2,20,3,3.8,21,19,80,0,-11,73,348.27,29.4,
2,20,4,3.7,6,17,76,0,-10,73,96.94,9.6,
2,20,5,3.5,22,17,67,0,-8,73,364.32,44,
2,20,6,3.5,17,16,74,0,-8,73,275.21,34,
2,20,7,3.7,29,19,64,0.156,-4,73,415.56,81.2,
2,20,8,4.3,1,24,78,0.186,-3,73,13.07,3,
2,20,9,3.6,20,22,74,0.216,0,73,279.67,72,
2,20,10,3.6,17,22,79,0.246,1,73,231.58,64.6,
2,20,11,3.4,5,20,73,0.276,3,73,64.82,21,
2,20,12,4.2,23,22,79,0.306,5,73,240.08,105.8,
2,20,13,3.5,29,21,62,0.276,6,73,354.13,139.2,
2,20,14,4.0,30,20,77,0.246,8,73,299.40,156,
2,20,15,4.3,19,24,67,0.216,8,73,197.25,98.8,
2,20,16,3.9,18,21,78,0.186,8,73,194.68,93.6,
2,20,17,3.5,18,21,60,0.156,5,73,237.91,82.8,
2,20,18,3.8,17,20,65,0,2,73,228.52,68,
2,20,19,3.4,17,24,73,0,1,73,278.00,64.6,
2,20,20,4.3,1,18,75,0,-5,73,12.96,2.6,
2,20,21,4.1,15,16,63,0,-6,73,201.95,36,
2,20,22,3.9,17,16,62,0,-8,73,249.59,34,
2,20,23,3.5,26,17,61,0,-9,73,440.66,46.8,
2,20,24,3.4,30,19,76,0,-10,73,545.12,48,
2,21,1,3.7,24,18,64,0,-12,73,440.76,28.8,
2,21,2,3.8,16,16,67,0,-12,73,277.05,19.2,
2,21,3,4.1,30,16,61,0,-11,73,476.34,42,
2,21,4,4.2,30,16,64,0,-10,73,456.79,48,
2,21,5,4.1,17,18,64,0,-8,73,265.16,34,
2,21,6,3.5,7,17,77,0,-8,73,125.40,14,
2,21,7,4.1,20,16,76,0.156,-4,73,262.20,56,
2,21,8,3.3,22,21,75,0.186,-3,73,379.67,66,
2,21,9,3.7,25,22,67,0.216,0,73,367.57,90,
2,21,10,3.9,28,21,60,0.246,1,73,373.33,106.4,
2,21,11,3.3,24,23,79,0.276,3,73,370.18,100.8,
2,21,12,3.8,2,24,65,0.306,5,73,25.92,9.2,
2,21,13,4.3,21,23,73,0.276,6,73,232.47,100.8,
2,21,14,3.6,20,22,61,0.246,8,73,255.28,104,
2,21,15,3.4,3,21,64,0.216,8,73,40.19,15.6,
2,21,16,4.2,24,24,71,0.186,8,73,279.71,124.8,
2,21,17,3.4,22,21,60,0.156,5,73,325.15,101.2,
2,21,18,3.9,19,21,66,0,2,73,276.96,76,
2,21,19,4.0,23,21,68,0,1,73,332.06,87.4,
2,21,20,3.6,2,17,64,0,-5,73,33.31,5.2,
2,21,21,3.5,29,19,65,0,-6,73,521.17,69.6,
2,21,22,3.4,17,16,79,0,-8,73,309.00,34,
2,21,23,4.1,17,18,65,0,-9,73,269.10,30.6,
2,21,24,3.5,6,17,64,0,-10,73,111.34,9.6,
2,22,1,3.6,6,16,72,0,-12,73,109.25,7.2,
2,22,2,3.3,7,18,70,0,-12,73,143.50,8.4,
2,22,3,3.7,10,17,73,0,-11,73,177.03,14,
2,22,4,4.1,18,18,60,0,-10,73,290.41,28.8,
2,22,5,3.6,2,16,80,0,-8,73,34.36,4,
2,22,6,3.9,27,19,74,0,-8,73,446.88,54,
2,22,7,3.3,2,16,69,0.156,-4,73,32.61,5.6,
2,22,8,3.3,14,20,72,0.186,-3,73,237.15,42,
2,22,9,3.6,14,20,67,0.216,0,73,203.78,50.4,
2,22,10,3.6,10,21,70,0.246,1,73,143.06,38,
2,22,11,3.5,18,21,71,0.276,3,73,250.46,75.6,
2,22,12,4.0,12,21,66,0.306,5,73,138.60,55.2,
2,22,13,3.9,20,22,70,0.276,6,73,239.74,96,
2,22,14,3.6,5,20,75,0.246,8,73,60.35,26,
2,22,15,4.0,2,20,73,0.216,8,73,22.05,10.4,
2,22,16,3.9,25,21,80,0.186,8,73,296.15,130,
2,22,17,3.6,2,24,74,0.156,5,73,29.25,9.2,
2,22,18,3.4,16,23,65,0,2,73,277.18,64,
2,22,19,3.6,21,20,75,0,1,73,330.17,79.8,
2,22,20,4.2,25,17,65,0,-5,73,356.55,65,
2,22,21,3.5,11,19,72,0,-6,73,196.59,26.4,
2,22,22,3.7,24,19,79,0,-8,73,420.32,48,
2,22,23,3.5,18,16,73,0,-9,73,321.43,32.4,
2,22,24,3.7,7,19,67,0,-10,73,126.38,11.2,
2,23,1,3.3,12,16,80,0,-12,73,239.45,14.4,
2,23,2,3.3,13,18,61,0,-12,73,268.27,15.6,
2,23,3,3.3,10,19,73,0,-11,73,204.55,14,
2,23,4,3.8,23,16,66,0,-10,73,386.46,36.8,
2,23,5,4.0,17,16,60,0,-8,73,264.14,34,
2,23,6,3.5,5,18,80,0,-8,73,91.21,10,
2,23,7,3.4,30,17,70,0.156,-4,73,483.09,84,
2,23,8,3.8,24,24,65,0.186,-3,73,380.53,72,
2,23,9,3.4,30,21,75,0.216,0,73,469.41,108,
2,23,10,3.4,23,22,75,0.246,1,73,354.81,87.4,
2,23,11,3.7,17,24,78,0.276,3,73,238.23,71.4,
2,23,12,3.6,27,21,69,0.306,5,73,345.38,124.2,
2,23,13,3.7,21,24,66,0.276,6,73,277.82,100.8,
2,23,14,3.6,26,24,64,0.246,8,73,345.22,135.2,
2,23,15,3.8,2,20,66,0.216,8,73,23.39,10.4,
2,23,16,4.2,29,22,79,0.186,8,73,325.56,150.8,
2,23,17,4.3,1,21,75,0.156,5,73,11.56,4.6,
2,23,18,4.2,18,21,75,0,2,73,242.57,72,
2,23,19,4.0,10,23,60,0,1,73,150.38,38,
2,23,20,3.7,30,19,66,0,-5,73,501.49,78,
2,23,21,4.2,26,17,69,0,-6,73,375.76,62.4,
2,23,22,3.8,20,16,69,0,-8,73,324.74,40,
2,23,23,3.9,22,19,76,0,-9,73,370.33,39.6,
2,23,24,3.9,24,17,68,0,-10,73,398.46,38.4,
2,24,1,3.5,29,19,67,0,-12,73,570.06,34.8,
2,24,2,4.1,15,18,60,0,-12,73,249.33,18,
2,24,3,4.2,21,16,70,0,-11,73,323.25,29.4,
2,24,4,4.0,5,19,75,0,-10,73,83.25,8,
2,24,5,4.2,13,17,77,0,-8,73,194.07,26,
2,24,6,3.9,4,18,73,0,-8,73,65.13,8,
2,24,7,3.4,6,19,77,0.156,-4,73,100.24,16.8,
2,24,8,3.3,30,23,73,0.186,-3,73,535.00,90,
2,24,9,3.8,3,20,70,0.216,0,73,41.25,10.8,
2,24,10,3.7,20,20,69,0.246,1,73,273.24,76,
2,24,11,4.2,21,20,67,0.276,3,73,239.50,88.2,
2,24,12,3.9,6,24,67,0.306,5,73,75.62,27.6,
2,24,13,4.0,1,23,66,0.276,6,73,11.99,4.8,
2,24,14,4.0,1,21,78,0.246,8,73,11.15,5.2,
2,24,15,3.8,3,24,79,0.216,8,73,38.21,15.6,
2,24,16,3.5,9,24,75,0.186,8,73,125.87,46.8,
2,24,17,4.2,29,22,69,0.156,5,73,350.76,133.4,
2,24,18,3.3,12,20,64,0,2,73,203.45,48,
2,24,19,3.6,1,24,61,0,1,73,16.97,3.8,
2,24,20,3.8,8,18,67,0,-5,73,128.00,20.8,
2,24,21,4.3,14,18,71,0,-6,73,200.56,33.6,
2,24,22,4.1,14,19,77,0,-8,73,220.93,28,
2,24,23,4.2,11,18,78,0,-9,73,169.58,19.8,
2,24,24,3.3,27,16,79,0,-10,73,522.00,43.2,
2,25,1,3.4,4,19,74,0,-12,73,80.65,4.8,
2,25,2,3.7,12,16,72,0,-12,73,212.59,14.4,
2,25,3,4.2,4,18,72,0,-11,73,63.38,5.6,
2,25,4,4.0,25,18,67,0,-10,73,411.25,40,
2,25,5,3.7,14,19,74,0,-8,73,244.24,28,
2,25,6,4.1,1,16,79,0,-8,73,15.07,2,
2,25,7,4.0,23,17,78,0.156,-4,73,315.39,64.4,
2,25,8,3.3,1,24,67,0.186,-3,73,18.23,3,
2,25,9,3.6,10,23,68,0.216,0,73,153.75,36,
2,25,10,3.6,23,24,74,0.246,1,73,347.56,87.4,
2,25,11,4.1,25,24,74,0.276,3,73,314.94,105,
2,25,12,3.3,23,20,69,0.306,5,73,313.98,105.8,
2,25,13,3.3,13,24,78,0.276,6,73,192.44,62.4,
2,25,14,3.6,29,21,65,0.246,8,73,360.49,150.8,
2,25,15,4.2,25,23,68,0.216,8,73,281.85,130,
2,25,16,4.0,22,21,80,0.186,8,73,254.10,114.4,
2,25,17,3.3,3,22,72,0.156,5,73,46.05,13.8,
2,25,18,4.2,23,23,69,0,2,73,321.45,92,
2,25,19,3.7,9,21,72,0,1,73,139.99,34.2,
2,25,20,3.4,30,16,68,0,-5,73,518.38,78,
2,25,21,3.6,10,18,74,0,-6,73,170.97,24,
2,25,22,4.0,12,18,67,0,-8,73,191.40,24,
2,25,23,4.0,16,19,65,0,-9,73,263.60,28.8,
2,25,24,4.3,21,18,69,0,-10,73,320.86,33.6,
2,26,1,3.7,6,18,75,0,-12,73,109.62,7.2,
2,26,2,4.3,30,19,60,0,-12,73,482.44,36,
2,26,3,4.0,21,17,70,0,-11,73,344.66,29.4,
2,26,4,3.3,22,16,67,0,-10,73,425.33,35.2,
2,26,5,3.5,6,18,80,0,-8,73,109.46,12,
2,26,6,4.1,21,17,80,0,-8,73,321.91,42,
2,26,7,4.3,20,19,63,0.156,-4,73,265.58,56,
2,26,8,3.3,30,20,72,0.186,-3,73,508.18,90,
2,26,9,4.0,24,23,62,0.216,0,73,333.90,86.4,
2,26,10,4.3,13,23,66,0.246,1,73,162.35,49.4,
2,26,11,3.5,5,21,75,0.276,3,73,69.57,21,
2,26,12,3.8,9,22,68,0.306,5,73,111.55,41.4,
2,26,13,3.6,28,22,62,0.276,6,73,366.72,134.4,
2,26,14,4.2,16,21,63,0.246,8,73,170.86,83.2,
2,26,15,3.8,15,20,78,0.216,8,73,175.07,78,
2,26,16,3.7,30,21,73,0.186,8,73,371.76,156,
2,26,17,4.3,30,20,67,0.156,5,73,341.16,138,
2,26,18,3.5,28,24,79,0,2,73,478.40,112,
2,26,19,4.2,3,24,68,0,1,73,43.39,11.4,
2,26,20,4.0,18,18,64,0,-5,73,274.28,46.8,
2,26,21,4.3,5,18,76,0,-6,73,71.69,12,
2,26,22,4.1,29,18,61,0,-8,73,453.39,58,
2,26,23,4.3,15,16,65,0,-9,73,219.42,27,
2,26,24,3.5,11,18,65,0,-10,73,207.11,17.6,
2,27,1,3.5,22,17,66,0,-12,73,420.20,26.4,
2,27,2,3.7,17,18,63,0,-12,73,312.43,20.4,
2,27,3,3.5,4,16,69,0,-11,73,73.94,5.6,
2,27,4,3.3,4,19,65,0,-10,73,81.09,6.4,
2,27,5,3.5,22,19,67,0,-8,73,407.31,44,
2,27,6,3.9,9,16,74,0,-8,73,142.04,18,
2,27,7,4.2,9,17,72,0.156,-4,73,117.11,25.2,
2,27,8,3.6,28,21,67,0.186,-3,73,444.50,84,
2,27,9,3.9,17,24,68,0.216,0,73,245.63,61.2,
2,27,10,4.1,14,23,66,0.246,1,73,183.37,53.2,
2,27,11,4.3,26,24,74,0.276,3,73,312.30,109.2,
2,27,12,3.9,20,24,70,0.306,5,73,251.28,92,
2,27,13,3.3,4,22,68,0.276,6,73,56.79,19.2,
2,27,14,3.6,22,22,75,0.246,8,73,277.75,114.4,
2,27,15,3.8,25,20,61,0.216,8,73,294.08,130,
2,27,16,3.4,7,21,75,0.186,8,73,94.60,36.4,
2,27,17,3.6,8,21,67,0.156,5,73,110.89,36.8,
2,27,18,3.5,2,20,69,0,2,73,31.83,8,
2,27,19,4.1,8,21,66,0,1,73,112.88,30.4,
2,27,20,4.0,17,17,67,0,-5,73,254.15,44.2,
2,27,21,4.1,10,16,78,0,-6,73,145.73,24,
2,27,22,3.4,23,16,79,0,-8,73,418.06,46,
2,27,23,3.8,28,19,67,0,-9,73,484.84,50.4,
2,27,24,3.4,22,19,75,0,-10,73,430.94,35.2,
2,28,1,4.0,10,19,67,0,-12,73,172.00,12,
2,28,2,4.2,27,18,66,0,-12,73,436.18,32.4,
2,28,3,3.6,2,16,71,0,-11,73,35.89,2.8,
2,28,4,4.0,19,18,72,0,-10,73,311.36,30.4,
2,28,5,4.2,1,19,79,0,-8,73,15.43,2,
2,28,6,3.7,6,19,79,0,-8,73,105.08,12,
2,28,7,4.3,5,19,72,0.156,-4,73,65.87,14,
2,28,8,3.3,24,24,75,0.186,-3,73,436.00,72,
2,28,9,3.9,19,24,77,0.216,0,73,274.28,68.4,
2,28,10,3.4,5,21,63,0.246,1,73,76.25,19,
2,28,11,3.7,13,24,76,0.276,3,73,181.82,54.6,
2,28,12,3.7,10,20,62,0.306,5,73,122.70,46,
2,28,13,4.0,29,20,63,0.276,6,73,326.98,139.2,
2,28,14,3.9,29,21,70,0.246,8,73,330.90,150.8,
2,28,15,4.1,6,23,68,0.216,8,73,69.29,31.2,
2,28,16,3.3,23,22,61,0.186,8,73,330.71,119.6,
2,28,17,3.5,4,24,76,0.156,5,73,60.29,18.4,
2,28,18,3.3,22,24,71,0,2,73,397.33,88,
2,28,19,4.2,4,20,78,0,1,73,54.05,15.2,
2,28,20,3.4,11,16,62,0,-5,73,191.04,28.6,
2,28,21,3.3,1,19,60,0,-6,73,19.14,2.4,
2,28,22,3.6,9,18,70,0,-8,73,159.13,18,
2,28,23,3.6,19,16,74,0,-9,73,330.13,34.2,
2,28,24,4.0,22,17,63,0,-10,73,357.50,35.2,
3,1,1,4.1,24,19,74,0,-8,62,1.00,36,
3,1,2,4.1,19,17,70,0,-8,62,1.00,28.5,
3,1,3,3.8,20,19,65,0,-7,62,1.00,33,
3,1,4,4.1,14,17,77,0,-6,62,1.00,25.2,
3,1,5,3.4,27,18,60,0,-4,62,1.00,56.7,
3,1,6,3.8,9,16,65,0,-2,62,1.00,21.6,
3,1,7,3.3,24,18,75,0.162,-2,62,1.00,57.6,
3,1,8,3.4,29,20,80,0.192,-2,62,1.00,69.6,
3,1,9,4.3,19,24,66,0.222,0,62,1.00,51.3,
3,1,10,3.6,4,24,67,0.252,2,62,1.00,12,
3,1,11,3.9,26,24,79,0.282,4,62,1.00,85.8,
3,1,12,4.0,4,21,73,0.312,5,62,1.00,13.8,
3,1,13,4.1,25,23,60,0.282,6,62,1.00,90,
3,1,14,3.6,9,20,71,0.252,7,62,1.00,33.75,
3,1,15,4.1,15,21,78,0.222,8,62,1.00,58.5,
3,1,16,3.3,12,22,62,0.192,8,62,1.00,46.8,
3,1,17,3.4,11,24,62,0.162,6,62,1.00,39.6,
3,1,18,3.6,16,24,69,0,4,62,1.00,52.8,
3,1,19,4.1,24,22,75,0,3,62,1.00,75.6,
3,1,20,3.4,16,18,74,0,0,62,1.00,43.2,
3,1,21,4.2,26,19,61,0,-2,62,1.00,62.4,
3,1,22,4.1,19,17,70,0,-4,62,1.00,39.9,
3,1,23,4.3,13,19,70,0,-5,62,1.00,25.35,
3,1,24,3.6,10,16,63,0,-7,62,1.00,16.5,
3,2,1,4.1,2,16,73,0,-8,62,1.00,3,
3,2,2,4.0,28,17,73,0,-8,62,1.00,42,
3,2,3,3.6,30,17,66,0,-7,62,1.00,49.5,
3,2,4,3.3,8,17,61,0,-6,62,1.00,14.4,
3,2,5,3.8,22,19,74,0,-4,62,1.00,46.2,
3,2,6,3.8,18,16,71,0,-2,62,1.00,43.2,
3,2,7,3.3,6,18,73,0.162,-2,62,1.00,14.4,
3,2,8,3.3,18,24,76,0.192,-2,62,1.00,43.2,
3,2,9,3.6,16,21,66,0.222,0,62,1.00,43.2,
3,2,10,4.2,24,21,72,0.252,2,62,1.00,72,
3,2,11,4.3,13,21,61,0.282,4,62,1.00,42.9,
3,2,12,4.0,4,22,70,0.312,5,62,1.00,13.8,
3,2,13,4.1,3,23,78,0.282,6,62,1.00,10.8,
3,2,14,3.9,5,22,62,0.252,7,62,1.00,18.75,
3,2,15,3.9,20,23,73,0.222,8,62,1.00,78,
3,2,16,3.7,24,20,75,0.192,8,62,1.00,93.6,
3,2,17,3.7,23,24,73,0.162,6,62,1.00,82.8,
3,2,18,3.9,24,21,63,0,4,62,1.00,79.2,
3,2,19,3.4,19,22,70,0,3,62,1.00,59.85,
3,2,20,4.3,5,18,74,0,0,62,1.00,13.5,
3,2,21,4.1,3,19,60,0,-2,62,1.00,7.2,
3,2,22,3.9,19,19,64,0,-4,62,1.00,39.9,
3,2,23,3.6,3,16,74,0,-5,62,1.00,5.85,
3,2,24,3.9,26,17,69,0,-7,62,1.00,42.9,
3,3,1,3.4,7,19,75,0,-8,62,1.00,10.5,
3,3,2,4.2,22,18,73,0,-8,62,1.00,33,
3,3,3,3.9,26,19,75,0,-7,62,1.00,42.9,
3,3,4,4.0,19,16,72,0,-6,62,1.00,34.2,
3,3,5,4.2,25,17,64,0,-4,62,1.00,52.5,
3,3,6,4.1,11,19,67,0,-2,62,1.00,26.4,
3,3,7,3.5,2,17,63,0.162,-2,62,1.00,4.8,
3,3,8,4.1,25,24,66,0.192,-2,62,1.00,60,
3,3,9,3.9,10,22,65,0.222,0,62,1.00,27,
3,3,10,3.6,16,23,68,0.252,2,62,1.00,48,
3,3,11,4.2,24,24,68,0.282,4,62,1.00,79.2,
3,3,12,3.9,17,23,75,0.312,5,62,1.00,58.65,
3,3,13,3.5,8,21,69,0.282,6,62,1.00,28.8,
3,3,14,4.2,30,22,69,0.252,7,62,1.00,112.5,
3,3,15,4.0,26,24,72,0.222,8,62,1.00,101.4,
3,3,16,4.1,18,24,72,0.192,8,62,1.00,70.2,
3,3,17,4.2,22,22,78,0.162,6,62,1.00,79.2,
3,3,18,4.3,8,24,66,0,4,62,1.00,26.4,
3,3,19,4.2,25,23,67,0,3,62,1.00,78.75,
3,3,20,4.2,10,18,73,0,0,62,1.00,27,
3,3,21,3.9,15,16,61,0,-2,62,1.00,36,
3,3,22,3.3,9,17,68,0,-4,62,1.00,18.9,
3,3,23,3.5,17,19,64,0,-5,62,1.00,33.15,
3,3,24,3.8,8,17,66,0,-7,62,1.00,13.2,
3,4,1,3.4,4,18,63,0,-8,62,1.00,6,
3,4,2,3.8,24,16,70,0,-8,62,1.00,36,
3,4,3,3.6,7,18,65,0,-7,62,1.00,11.55,
3,4,4,4.3,3,18,77,0,-6,62,1.00,5.4,
3,4,5,3.5,19,16,80,0,-4,62,1.00,39.9,
3,4,6,3.3,6,16,61,0,-2,62,1.00,14.4,
3,4,7,3.5,1,16,62,0.162,-2,62,1.00,2.4,
3,4,8,3.8,25,23,67,0.192,-2,62,1.00,60,
3,4,9,3.4,8,23,60,0.222,0,62,1.00,21.6,
3,4,10,3.8,6,24,64,0.252,2,62,1.00,18,
3,4,11,4.0,14,21,71,0.282,4,62,1.00,46.2,
3,4,12,4.2,14,20,64,0.312,5,62,1.00,48.3,
3,4,13,3.6,19,23,79,0.282,6,62,1.00,68.4,
3,4,14,4.0,5,23,63,0.252,7,62,1.00,18.75,
3,4,15,3.6,30,22,76,0.222,8,62,1.00,117,
3,4,16,3.7,19,20,67,0.192,8,62,1.00,74.1,
3,4,17,4.0,9,22,60,0.162,6,62,1.00,32.4,
3,4,18,3.4,4,24,75,0,4,62,1.00,13.2,
3,4,19,4.1,30,21,63,0,3,62,1.00,94.5,
3,4,20,3.7,6,18,78,0,0,62,1.00,16.2,
3,4,21,3.9,28,17,80,0,-2,62,1.00,67.2,
3,4,22,4.3,16,18,73,0,-4,62,1.00,33.6,
3,4,23,4.1,22,18,77,0,-5,62,1.00,42.9,
3,4,24,3.4,12,16,70,0,-7,62,1.00,19.8,
3,5,1,3.8,9,17,67,0,-8,62,1.00,13.5,
3,5,2,3.6,18,19,79,0,-8,62,1.00,27,
3,5,3,3.3,17,17,66,0,-7,62,1.00,28.05,
3,5,4,3.6,4,18,63,0,-6,62,1.00,7.2,
3,5,5,4.2,29,16,79,0,-4,62,1.00,60.9,
3,5,6,4.0,8,17,60,0,-2,62,1.00,19.2,
3,5,7,3.5,16,16,76,0.162,-2,62,1.00,38.4,
3,5,8,3.8,7,24,76,0.192,-2,62,1.00,16.8,
3,5,9,4.3,26,24,79,0.222,0,62,1.00,70.2,
3,5,10,3.8,3,20,67,0.252,2,62,1.00,9,
3,5,11,3.9,30,23,71,0.282,4,62,1.00,99,
3,5,12,3.3,7,21,71,0.312,5,62,1.00,24.15,
3,5,13,3.9,13,22,77,0.282,6,62,1.00,46.8,
3,5,14,3.5,16,20,74,0.252,7,62,1.00,60,
3,5,15,4.2,3,22,77,0.222,8,62,1.00,11.7,
3,5,16,4.2,26,21,67,0.192,8,62,1.00,101.4,
3,5,17,4.0,19,23,69,0.162,6,62,1.00,68.4,
3,5,18,3.4,10,22,76,0,4,62,1.00,33,
3,5,19,4.3,3,23,60,0,3,62,1.00,9.45,
3,5,20,4.0,4,16,60,0,0,62,1.00,10.8,
3,5,21,3.9,21,18,74,0,-2,62,1.00,50.4,
3,5,22,4.0,3,19,67,0,-4,62,1.00,6.3,
3,5,23,4.0,11,19,66,0,-5,62,1.00,21.45,
3,5,24,3.8,1,17,64,0,-7,62,1.00,1.65,
3,6,1,4.0,21,19,74,0,-8,62,1.00,31.5,
